"Train1"	"Eval1"	"Train2"	"Eval2"	"Train3"	"Eval3"	"Train4"	"Eval4"	"Train5"	"Eval5"	"Eval6"
0.827166	0.75312	0.821991	0.7689	0.818248	0.79519	0.821058	0.77775	0.822458	0.78461	0.77287
