0	1157	0.62796
0.005	1157	0.63856
0.01	1157	0.64593
0.02	1157	0.64928
0.03	1157	0.64809
0.04	1157	0.64604
0.05	1157	0.63645
0.1	1157	0.62278
0	1437	0.76276
0.005	1437	0.75276
0.01	1437	0.74082
0.02	1437	0.71706
0.03	1437	0.71538
0.04	1437	0.70607
0.05	1437	0.69116
0.1	1437	0.64426
0	197	0.60727
0.005	197	0.63560
0.01	197	0.64893
0.02	197	0.64447
0.03	197	0.63914
0.04	197	0.63137
0.05	197	0.62557
0.1	197	0.60538
0	669	0.61431
0.005	669	0.62773
0.01	669	0.61881
0.02	669	0.63571
0.03	669	0.63941
0.04	669	0.64794
0.05	669	0.64175
0.1	669	0.64338
0	1141	0.75209
0.005	1141	0.73691
0.01	1141	0.73278
0.02	1141	0.70291
0.03	1141	0.69482
0.04	1141	0.67680
0.05	1141	0.65574
0.1	1141	0.63278
0	708	0.33737
0.005	708	0.36431
0.01	708	0.36017
0.02	708	0.33060
0.03	708	0.33965
0.04	708	0.31874
0.05	708	0.30467
0.1	708	0.28471
0	736	0.60450
0.005	736	0.59206
0.01	736	0.60601
0.02	736	0.59757
0.03	736	0.59310
0.04	736	0.59215
0.05	736	0.57769
0.1	736	0.54770
0	119	0.49393
0.005	119	0.73393
0.01	119	0.72997
0.02	119	0.72319
0.03	119	0.69735
0.04	119	0.68776
0.05	119	0.66954
0.1	119	0.57269
0	255	0.65603
0.005	255	0.70608
0.01	255	0.72970
0.02	255	0.73575
0.03	255	0.72267
0.04	255	0.72696
0.05	255	0.71942
0.1	255	0.69063
0	3089	0.78949
0.005	3089	0.78543
0.01	3089	0.77677
0.02	3089	0.76825
0.03	3089	0.76540
0.04	3089	0.75491
0.05	3089	0.74074
0.1	3089	0.72639
0	2094	0.70925
0.005	2094	0.71128
0.01	2094	0.70222
0.02	2094	0.68793
0.03	2094	0.68690
0.04	2094	0.67593
0.05	2094	0.68579
0.1	2094	0.67372
0	254	0.38555
0.005	254	0.44026
0.01	254	0.46836
0.02	254	0.48887
0.03	254	0.49789
0.04	254	0.49865
0.05	254	0.49974
0.1	254	0.49887
0	92	0.34705
0.005	92	0.46080
0.01	92	0.39587
0.02	92	0.43846
0.03	92	0.40552
0.04	92	0.40494
0.05	92	0.33472
0.1	92	0.29078
0	1434	0.72057
0.005	1434	0.72102
0.01	1434	0.71139
0.02	1434	0.68404
0.03	1434	0.67258
0.04	1434	0.66179
0.05	1434	0.65331
0.1	1434	0.59815
0	978	0.64012
0.005	978	0.65697
0.01	978	0.64368
0.02	978	0.61643
0.03	978	0.62317
0.04	978	0.61578
0.05	978	0.59069
0.1	978	0.60399
0	1078	0.45147
0.005	1078	0.45519
0.01	1078	0.44752
0.02	1078	0.43263
0.03	1078	0.40388
0.04	1078	0.40105
0.05	1078	0.38996
0.1	1078	0.32967
0	114	0.48667
0.005	114	0.75378
0.01	114	0.74519
0.02	114	0.71850
0.03	114	0.71730
0.04	114	0.70120
0.05	114	0.68438
0.1	114	0.61761
0	59	0.15107
0.005	59	0.64470
0.01	59	0.63027
0.02	59	0.60937
0.03	59	0.56779
0.04	59	0.54913
0.05	59	0.50901
0.1	59	0.32095
0	1447	0.76404
0.005	1447	0.75980
0.01	1447	0.75134
0.02	1447	0.73379
0.03	1447	0.72146
0.04	1447	0.71330
0.05	1447	0.70485
0.1	1447	0.66418
0	1985	0.77269
0.005	1985	0.76763
0.01	1985	0.75785
0.02	1985	0.73014
0.03	1985	0.71174
0.04	1985	0.71309
0.05	1985	0.71580
0.1	1985	0.71963
0	672	0.54631
0.005	672	0.55668
0.01	672	0.55900
0.02	672	0.55813
0.03	672	0.55320
0.04	672	0.55149
0.05	672	0.54062
0.1	672	0.53329
0	1869	0.73138
0.005	1869	0.72545
0.01	1869	0.71661
0.02	1869	0.70204
0.03	1869	0.69286
0.04	1869	0.68265
0.05	1869	0.66878
0.1	1869	0.62708
0	833	0.44992
0.005	833	0.43331
0.01	833	0.43253
0.02	833	0.41273
0.03	833	0.38770
0.04	833	0.36890
0.05	833	0.35509
0.1	833	0.32161
0	118	0.53417
0.005	118	0.70785
0.01	118	0.69816
0.02	118	0.69133
0.03	118	0.67437
0.04	118	0.65252
0.05	118	0.63405
0.1	118	0.54001
0	118	0.37262
0.005	118	0.68721
0.01	118	0.67008
0.02	118	0.64375
0.03	118	0.61318
0.04	118	0.58863
0.05	118	0.57010
0.1	118	0.47804
0	244	0.58654
0.005	244	0.66664
0.01	244	0.68935
0.02	244	0.71562
0.03	244	0.71904
0.04	244	0.71914
0.05	244	0.72274
0.1	244	0.70921
0	988	0.63785
0.005	988	0.65204
0.01	988	0.66090
0.02	988	0.64476
0.03	988	0.63196
0.04	988	0.61558
0.05	988	0.60223
0.1	988	0.56631
0	1443	0.77369
0.005	1443	0.76976
0.01	1443	0.75137
0.02	1443	0.74441
0.03	1443	0.72228
0.04	1443	0.71488
0.05	1443	0.71091
0.1	1443	0.67054
0	104	0.50061
0.005	104	0.60193
0.01	104	0.59280
0.02	104	0.58168
0.03	104	0.56804
0.04	104	0.54298
0.05	104	0.53430
0.1	104	0.46801
0	160	0.58629
0.005	160	0.66905
0.01	160	0.71381
0.02	160	0.67600
0.03	160	0.69865
0.04	160	0.64562
0.05	160	0.63280
0.1	160	0.59340
0	1140	0.67270
0.005	1140	0.66891
0.01	1140	0.66194
0.02	1140	0.64709
0.03	1140	0.62937
0.04	1140	0.61761
0.05	1140	0.60740
0.1	1140	0.56038
0	1262	0.71862
0.005	1262	0.74149
0.01	1262	0.74115
0.02	1262	0.74105
0.03	1262	0.74608
0.04	1262	0.74722
0.05	1262	0.70452
0.1	1262	0.72738
0	969	0.55917
0.005	969	0.58493
0.01	969	0.58982
0.02	969	0.56982
0.03	969	0.56580
0.04	969	0.54626
0.05	969	0.55107
0.1	969	0.50099
0	119	0.43978
0.005	119	0.64818
0.01	119	0.65134
0.02	119	0.65260
0.03	119	0.63923
0.04	119	0.62322
0.05	119	0.61156
0.1	119	0.53728
0	254	0.70478
0.005	254	0.74187
0.01	254	0.74071
0.02	254	0.74234
0.03	254	0.73438
0.04	254	0.73298
0.05	254	0.71506
0.1	254	0.69411
